name,roaster,roast,loc_country,origin,100g_USD,rating,review_date,review
Cuxinales Guatemala,Barrington Coffee Roasting,Medium-Light,United States,Guatemala,5.57,93,201811,"Balanced, deeply rich and sweet. Butterscotch, sandalwood, dark chocolate, dried apricot, lantana in aroma and cup. Appealing bittersweet structure with brisk acidity; syrupy-smooth mouthfeel. The finish consolidates to notes of dark chocolate and butterscotch."
Ethiopia Sidamo,Larry's Coffee,Medium,United States,Ethiopia,4.11,92,202002,"Richly sweet, roast-rounded. Dark chocolate, gardenia, gently scorched cedar, red plum, hazelnut in aroma and cup. Sweet structure with little discernible acidity; full, creamy mouthfeel. A chocolate-driven finish is supported by notes dark chocolate, gardenia and hazelnut."
ASOPCAFA Colombia,JBC Coffee Roasters,Medium-Light,United States,Colombia,4.67,91,201905,"Soft, balanced: cocoa and nuts. Baking chocolate, tangerine zest, nut (hazelnut, pistachio), fresh-cut pine in aroma and cup. Delicately brisk in structure; light though silky mouthfeel. Finish is resonant but drying, consolidating around unsweetened chocolate and nut."
ASOPCAFA Espresso,JBC Coffee Roasters,Medium-Light,United States,Colombia,4.67,91,201905,"Evaluated as espresso. Round, balanced; softly and sweetly tart. Mango, orange zest, pistachio, cedar, cocoa. Satiny mouthfeel. Cedar, nut and cocoa carry into a resonant, lightly drying finish. Custardy orange and chocolate dominate in three parts milk. "
Sidamo Suke Quto,Signature Reserve,Medium,United States,Ethiopia,3.32,90,202002,"Cocoa- and citrus-toned. Orange zest, cocoa powder, magnolia, almond, oak in aroma and cup. Sweet-tart structure with brisk acidity; full, satiny mouthfeel. Wood-framed finish with supporting notes of orange zest and cocoa powder."
Guatemala Finca El General BlackLand Lot,Kakalove Cafe,Medium,Taiwan,Guatemala,2.55,92,201905,"Evaluated as espresso. Deep, rich, chocolaty. Dried apricot, dark chocolate, hazelnut, molasses, cedar in aroma and small cup. Satiny smooth mouthfeel; crisp, sweetly nut-toned finish. Chocolate leads in three parts milk, followed by notes of molasses and hazelnut."
Ethiopia Yirgacheffe,Mystic Monk Coffee,Medium,United States,Ethiopia,4.11,91,201902,"Richly spice-toned, chocolaty. Dark chocolate, peppercorn medley, dried persimmon, gardenia, singed oak in aroma and cup. Sweet-toned structure with mild acidity; satiny, surprisingly full mouthfeel. Crisp, cocoa-laden finish with gardenia and persimmon as supporting undertones."
Sumatra Dark,Starbucks Coffee,Dark,United States,Indonesia,3.08,87,202002,"Roast-dominant, smoky-sweet. Dark chocolate, burned mesquite, lily, prune, fresh earth in aroma and cup. Bittersweet structure with barely perceptible acidity; heavy, smooth mouthfeel. Persistent dark chocolate notes lift a rather bitter, earthy finish."
Colombia,Eight O'Clock Coffee,Medium,United States,Colombia,1.49,88,202002,"Crisply sweet, cocoa-toned. Cocoa powder, scorched fir, raisin, hazelnut, a sweet-sour yogurt-like hint in aroma and cup. Bittersweet structure with pert acidity; smooth mouthfeel. Cocoa-toned finish with undertones of scorched fir and raisin."
Rwanda Rulindo Tumba,Big Creek Coffee Roasters,Medium-Light,United States,Rwanda,4.41,91,201903,"Richly sweet with savory undertones. Mulberry, rhododendron, agave syrup, oak, a hint of thyme in aroma and cup. Sweet-toned structure with round, gentle acidity; velvety-smooth mouthfeel. The quiet finish is carried by notes of mulberry, rhododendron and thyme."
Finca La Montana Costa Rica,Press House Coffee,Medium,United States,Costa Rica,4.03,92,202001,"Cocoa- and fruit-driven. Dark chocolate, dried apricot, gently scorched oak, lime zest, gardenia in aroma and cup. Sweet in structure with gentle, round acidity; lightly syrupy mouthfeel. The finish consolidates to wood-framed dark chocolate and dried apricot. "
Guatemala Washed Finca El General Pache,Kakalove Cafe,Medium-Light,Taiwan,Guatemala,3.54,92,201910,"Sweet-toned, richly nutty. Cashew butter, date, baker’s chocolate, magnolia, oak in aroma and cup. Sweet structure with brisk acidity; satiny-smooth mouthfeel. The richly drying finish consolidates around notes of cashew and magnolia."
Guatemala Washed Finca El General Lot Summer End Espresso,Kakalove Cafe,Medium,Taiwan,Guatemala,2.83,92,201910,"Evaluated as espresso. Sweet-toned, balanced. Black cherry, fir, hazelnut, baker’s chocolate, gardenia in aroma and small cup. Full, creamy body; gentle, chocolaty finish. Dark chocolate notes are amplified in three parts milk, with notes of black cherry and hazelnut underneath."
Ethiopia Hambela 1 Organic Natural Alaka,SkyTop Coffee,Medium-Light,United States,Ethiopia,4.41,92,201906,"Deeply sweet, fruit-toned, with a hint of sweet ferment. Baker’s chocolate, plum, narcissus, barrel-aged rum, cedar in aroma and cup. Sweet-toned structure with brisk acidity; full, satiny mouthfeel. Richly drying, flavor-saturated finish. "
Ethiopia Guji Natural Water-Processed Decaf,Jackrabbit Java,Medium-Light,United States,Ethiopia,4.12,90,202008,"Sweetly nut- and cocoa-toned. Cashew butter, cocoa powder, magnolia, date, oak in aroma and cup. Sweet structure with gentle acidity; full, syrupy mouthfeel. Crisp finish with leading notes of cashew and cocoa powder that round toward sweet magnolia in the long. "
The Aurora Project,El Gran Café,Medium-Light,Guatemala,Guatemala,2.94,89,202010,"Crisply sweet, balanced. Cocoa nib, almond, red grape, cedar, a hint of magnolia in aroma and cup. Sweet structure with pert acidity; satiny-smooth mouthfeel. The gently drying finish centers around sweet nut and red grape notes with cedar undertones."
5a Sur,El Gran Café,Medium,Guatemala,Guatemala,1.47,86,202010,"Sweetly nut- and cocoa-toned. Hazelnut, cocoa powder, magnolia, cedar, golden raisin in aroma and cup. Sweet structure with brisk acidity; velvety mouthfeel. The nut-toned finish is supported by hints of cocoa powder and cedar. "
5a Poniente,El Gran Café,Medium-Dark,Guatemala,Guatemala,1.47,86,202010,"Chocolaty, sweetly smoky. Dark chocolate, scorched mesquite, lily, raisin, hazelnut in aroma and cup. Bittersweet structure with gentle acidity; crisp, light mouthfeel. Bittersweet finish with notes of chocolate and scorched mesquite."
Ethiopia Sidamo,Joe Van Gogh,Medium-Light,United States,Ethiopia,4.11,90,202002,"Cleanly fruit-toned, aromatic wood-framed. Strawberry, sandalwood, almond butter, freesia-like flowers, maple syrup in aroma and cup. Sweet-tart structure with crisp, fruity acidity; delicate, silky mouthfeel. "
Organic Mexico,Emiliani Coffee,Medium-Light,United States,Mexico,4.28,90,202008,"Crisply sweet, lightly floral-toned. Magnolia, cocoa nib, date, cedar, agave syrup in aroma and cup. Sweet structure with gentle, round acidity; velvety-smooth mouthfeel. The quiet finish centers around notes of cocoa-toned date and cedar."
Costa Rica Tarrazu Hacienda La Pradera,Jampot Poorrock Abbey,Medium,United States,Costa Rica,3.97,91,202003,"Crisply sweet, balanced. Apricot, cocoa nib, freesia-like flowers, brown sugar, oak in aroma and cup. Sweetly tart structure with pert, lively acidity; satin-smooth mouthfeel. Finish consolidates to cocoa-toned apricot with undertones of freesia and oak."
Kenya Nyeri AA Ichuga,Jackrabbit Java,Medium,United States,Kenya,3.53,92,202002,"Rich-toned, chocolaty. Dark chocolate, red currant, freesia, clove, molasses in aroma and cup. Sweet structure with gentle, round acidity; full, satiny mouthfeel. A quiet finish leads with chocolate and magnolia notes in the short, clove and molasses in a gently drying long."
Organic Sumatra,Emiliani Coffee,Medium,United States,Indonesia,4.28,91,202008,"Richly and sweetly earth-toned. Fresh humus, dark chocolate, gently scorched oak, almond, red apple in aroma and cup. Sweet-savory structure with pert acidity; full, satiny mouthfeel. Resonant, gently drying finish with sweetly smoky chocolate and fresh humus notes."
Ethiopia Guji Gerbicho Natural,Souvenir Coffee,Medium-Light,United States,Ethiopia,4.7,92,201910,"Crisply sweet, cleanly fruit-toned. Dried strawberry, cocoa nib, honeysuckle, agave syrup, cedar in aroma and cup. Sweetly tart structure with crisp, apple-like acidity; satiny-smooth mouthfeel. The quiet finish evokes dried strawberry and wood-framed honeysuckle."
Tumba Rwanda,Corvus Coffee Roasters,Medium-Light,United States,Rwanda,5.0,92,201903,"Crisply sweet-savory, spice-toned. Cocoa powder, black cherry, sweet kabocha squash, freesia-like flowers, lemongrass in aroma and cup. Sweetly savory structure with gentle acidity; velvety-smooth mouthfeel. The resonant finish consolidates to notes of cocoa and lemongrass with a throughline of kabocha squash."
Colombia Las Joyas: Fidencio Martinez Lot,Beanfruit Coffee Co.,Medium-Light,United States,Colombia,4.7,91,201905,"High-toned sweetness, crisply tart, pleasantly salty-edged. Dried apricot, tamarind, salted chocolate, cedar, magnolia in aroma and cup. Gently low-toned with balanced tart and salty/savory structure; briskly juicy acidity. Full, buttery mouthfeel. Flavor simplifies in the finish, with hints of salted cocoa and dry cedar carrying into the long."
Aponte Colombia,Lexington Coffee Roasters,Medium-Light,United States,Colombia,4.69,90,201904,"Delicate, sweetly pungent. Apple-brandy reduction, hazelnut, lime zest, freesia and fir in aroma and cup. Low-toned, savory-edged structure with gently tart acidity; smooth, lightly creamy mouthfeel. Quietly rich-toned finish, with a hint of tart apple in the long."
Ethiopia Washed Kochere,Speedwell Coffee,Medium-Light,United States,Ethiopia,5.29,92,201902,"Bright, richly sweet. Jasmine, guava, pine nut, maple syrup, Nutella in aroma and cup. Sweet-toned structure with crisp, citrusy acidity; velvety-smooth mouthfeel. Floral-toned in the short finish, chocolaty in the long."
Ethiopia Sidamo Sasaba,Temple Coffee Roasters,Medium-Light,United States,Ethiopia,5.29,92,201906,"Richly sweet, cocoa-toned. Dark chocolate, apricot, hazelnut, lilac, maple syrup in aroma and cup. Balanced, bittersweet structure with rounded acidity; satiny-smooth mouthfeel. The finish is thoroughly chocolaty with undertones of apricot and hazelnut."
Ketiara Sumatra,Barrington Coffee Roasting,Light,United States,Indonesia,4.98,92,201904,"Sweetly pungent, earthy. Moist, fresh-fallen leaves, orange zest, fresh-cut pine, cocoa, lily in aroma and cup. Richly tart in structure, with a savory edge. Light but buoyant mouthfeel. The finish consolidates around cocoa, orange and a deep, lily-like floral note. "
Kivu Belt Lot 32 Rwanda,JBC Coffee Roasters,Medium-Light,United States,Rwanda,4.76,92,201904,"Richly sweet-savory, spice-toned. Baker’s chocolate, spice box, narcissus-like flowers, almond, peach in aroma and cup. Savory-sweet structure with gentle, round acidity; full, syrupy mouthfeel. The crisp finish centers on notes of baker’s chocolate and almond with a hint of sweet flowers."
D.R. Congo Muungano Co-Op,Temple Coffee Roasters,Medium-Light,United States,Democratic Republic Of The Congo,5.44,92,201905,"Deeply sweet, richly drying, complexly sweet-savory. Nutella, sumac, oak, clove, loquat, hop blossom in aroma and cup. Rounded and rich though drying in structure; brisk, juicy acidity. Very full, syrupy mouthfeel. The short finish consolidates around prominent oak and sumac with hints of cocoa and fruit. The long turns rather dry, though remains resonant."
Colombia Huila,Baba Java Coffee,Light,United States,Colombia,5.29,91,201910,"Crisp, bright, savory-sweet. Cashew brittle, lemon blossom, tamarind, cedar, herbed goat cheese in aroma and cup. Tart-savory structure with brisk acidity; lightly satiny mouthfeel. The finish resonates with notes of citrus, sweet nuts and herbs."
Guatemala Concepción Buena Vista,Klatch Coffee,Medium-Light,United States,Guatemala,4.98,90,201912,"Delicate, sweet-toned. Apricot, fresh-cut fir, magnolia, hazelnut, cocoa powder in aroma and cup. Sweet in structure with lively acidity; velvety mouthfeel. The finish is richly drying with notes of hazelnut, fir and cocoa powder."
La Esperanza Borbón,El Gran Café,Medium-Light,Guatemala,Guatemala,4.85,90,202010,"Crisply sweet-tart, balanced. Plum, cocoa nib, almond, violet, elm in aroma and cup. Sweet-tart structure with brisk acidity; satiny-smooth mouthfeel. Gently drying, cocoa- and nut-toned finish with elm undertones."
La Coipa Peru,JBC Coffee Roasters,Medium-Light,United States,Peru,4.76,90,202002,"Rich, roundly bittersweet. Nutmeg, peach, caramel, spicy chocolate, carnation-like flowers in aroma and cup. Balanced and crisp in structure; buoyant and lightly satiny in mouthfeel. Sweet and flavor-saturated in the short finish, tapering to richly drying in the long."
Birambo Village DR Congo Espresso,JBC Coffee Roasters,Medium-Light,United States,Democratic Republic Of The Congo,5.26,90,202003,"Evaluated as espresso. Richly sweet, floral-toned. Tea rose, almond, dark chocolate, date, cedar in aroma and small cup. Crisp, velvety mouthfeel; the resonant finish centers around notes of tea rose and cedar. In three parts milk, both chocolaty and floral, with undertones of aromatic cedar and almond."
Birambo Village DR Congo,JBC Coffee Roasters,Medium-Light,United States,Democratic Republic Of The Congo,5.26,91,202003,"Rich-toned, sweetly savory. Dried apricot, baking chocolate, lily, cedar, toasted barley in aroma and cup. Sweet-savory structure with bright, balanced acidity; full, satiny mouthfeel. A quiet finish consolidates to notes of baking chocolate and lily with undertones of cedar."
Gelena Abaya Natural,Indaba Coffee Roasters,Medium-Light,United States,Ethiopia,4.7,91,202008,"Crisply sweet, delicately fruit-toned. Blueberry, baking chocolate, oak, agave syrup, magnolia in aroma and cup. Sweet structure with gentle, round acidity; crisp, velvety mouthfeel. Blueberry and baking chocolate lead the short finish, with magnolia returning in the long."
Nicaragua Finca Idealista,South Slope Coffee Roasters,Medium-Light,United States,Nicaragua,5.29,92,201910,"Richly sweet, vibrantly bright. Pink grapefruit zest, cocoa nib, apricot, hazelnut, cedar in aroma and cup. Sweet-tart structure with pert acidity; delicately silky mouthfeel. The gentle finish centers around notes of apricot and cocoa nib supported by rich hazelnut and hints of cedar."
